iter,workload,rt
1598,1430,398.87
1599,1350,396.18
1600,1150,390.12
1601,1510,367.47
1602,1370,407.24
1603,1350,378.75
1604,1430,392.39
1605,1040,373.64
1606,1370,405.64
1607,1370,414.78
1608,1470,411.86
1609,1310,402.15
1610,1230,390.9
1611,1360,376
1612,1460,401.67
1613,1230,408.13
1614,1330,377.84
1615,1330,402.02
1616,1400,383.16
1617,1440,393.83
1618,1130,383.24
1619,1330,402.79
1620,1110,380.76
1621,1680,391.63
1622,1090,405.35
1623,1370,412.78
1624,1280,368.63
1625,1180,400.1
1626,1400,411.84
1627,1100,381.81
1628,1560,421.05
1629,1130,379.84
1630,1330,407.4
1631,1460,383.04
1632,1170,392.82
1633,1250,384
1634,1290,401.07
1635,1250,391.3
1636,1240,410.32
1637,1480,382.4
1638,1310,401.1
1639,1080,394.58
1640,1150,394.33
1641,1410,408.79
1642,1350,420.74
1643,1090,390.8
1644,1230,379.76
1645,1170,393.71
1646,1330,404.89
1647,1250,420.34
1648,1130,403.49
1649,1250,402.85
1650,1490,393.55
1651,1330,405.04
1652,1110,406.06
1653,1320,361.58
1654,1260,407.98
1655,1290,394.07
1656,1150,391.82
1657,1170,376.4
1658,1570,391.19
1659,1020,402.52
1660,1410,402.62
1661,1090,373.29
1662,1250,406.12
1663,1510,383.73
1664,1240,380.07
1665,1170,381.31
1666,1230,359.71
1667,900,403.93
1668,1480,419.28
1669,1230,400.83
1670,1140,412.81
1671,1150,411.03
1672,1200,379.57
1673,1390,415.13
1674,1140,380.46
1675,1160,395.35
1676,1080,424.45
1677,1270,398.42
1678,1380,415.23
1679,1090,382.56
1680,1300,388.42
1681,1050,382.46
1682,1360,396.54
1683,1210,392.13
1684,1160,414.79
1685,1250,382
1686,1060,394.69
1687,700,412.27
1688,1540,412.83
1689,1380,421.42
1690,950,410.64
1691,1250,388.59
1692,1270,383.33
1693,1230,396.93
1694,990,393.73
1695,1510,384.13
1696,1150,389.21
1697,1060,395.03
1698,1250,388.17
1699,1190,367.76
1700,1220,409.35
1701,1280,387.33
1702,990,382.44
1703,1250,395.22
1704,1190,401.33
1705,1020,418.45
1706,1330,390.15
1707,1110,386.95
1708,1410,401.91
1709,1090,367.39
1710,920,373.69
1711,1300,400.83
1712,1240,406.73
1713,1160,396.32
1714,1050,408.97
1715,1100,368.55
1716,1430,397.88
1717,1090,388.57
1718,1120,375.95
1719,800,397.83
1720,1430,388.35
1721,1410,402.57
1722,900,379.97
1723,1180,390.16
1724,1240,356.83
1725,1150,418.67
1726,1150,396.28
1727,830,383.45
1728,1270,403.46
1729,1550,386.85
1730,900,399.52
1731,980,388
1732,1060,355.18
1733,1480,393.75
1734,940,431.75
1735,1330,369.81
1736,1200,379.9
1737,720,382.57
1738,1270,400.72
1739,1310,387.93
1740,790,424.04
1741,1140,412.41
1742,1170,398.28
1743,1220,392.71
1744,960,399.79
1745,980,402.43
1746,1410,393.81
1747,1060,383.65
1748,1020,401.25
1749,1130,368.18
1750,1130,376.19
1751,1190,396.98
1752,1000,398.52
1753,1190,390.09
1754,1150,383.36
1755,950,387.59
1756,1070,395.19
1757,1180,394.14
1758,1140,401.23
1759,1030,382.34
1760,1210,376.52
1761,1080,384.67
1762,1130,381.76
1763,760,377.38
1764,1100,409.43
1765,1170,401.9
1766,1190,403.5
1767,1150,407.27
1768,840,360.48
1769,1030,383.61
1770,1070,404.34
1771,1080,403.45
1772,1190,409.34
1773,860,365.89
1774,1120,393.37
1775,1140,397.94
1776,930,383
1777,1120,410
1778,970,400
1779,1160,407.37
1780,1050,401.74
1781,1100,377.79
1782,1090,366.74
1783,980,369.66
1784,1060,402.17
1785,970,384.5
1786,1380,392.9
1787,920,373.4
1788,680,364.89
1789,1160,387.6
1790,990,405.73
1791,1280,410.69
1792,950,397.27
1793,890,361.54
1794,1170,383.98
1795,960,414.65
1796,1040,387.38
1797,1140,385.45
1798,770,366.96
1799,1260,406.58
1800,1040,380.94
1801,800,391.38
1802,1110,410.47
1803,1060,375.3
1804,790,437.44
1805,800,378.29
1806,1260,415.68
1807,1000,413.75
1808,1020,392.63
1809,730,407.48
1810,1150,397
1811,780,399.68
1812,1390,414.1
1813,760,392.43
1814,830,391.88
1815,1190,384.86
1816,920,405.14
1817,1050,394.77
1818,730,362.44
1819,1180,416.72
1820,940,402.97
1821,990,394.21
1822,1110,400.06
1823,930,378.09
1824,690,400.26
1825,1080,391.78
1826,970,422.52
1827,910,425.67
1828,1180,380.97
1829,830,374.15
1830,870,395.76
1831,1240,394.72
1832,830,376.04
1833,870,415.8
1834,920,388.17
1835,1170,393.03
1836,980,397
1837,960,358.81
1838,970,367.69
1839,930,378.23
1840,960,408.03
1841,740,423
1842,1130,377.86
1843,850,400
1844,850,396.97
1845,1010,394.33
1846,680,411.73
1847,1040,408.38
1848,1270,401.55
1849,890,390.35
1850,890,352.86
1851,920,355.88
1852,690,402.9
1853,1250,394.29
1854,990,403.1
1855,710,392.09
1856,780,396.42
1857,1030,389.5
1858,780,406.6
1859,1300,389.19
1860,720,377.08
1861,890,385.76
1862,850,362.14
1863,940,413.89
1864,940,437.19
1865,790,395.33
1866,910,394.75
1867,1220,382
1868,720,392.38
1869,950,354.97
1870,810,388.58
1871,980,381.35
1872,820,393.04
1873,780,404.89
1874,910,408.69
1875,980,391.68
1876,950,389.27
1877,850,410.07
1878,860,366.48
1879,840,383.68
1880,1110,406.39
1881,860,395.56
1882,730,382.36
1883,970,374.85
1884,810,376.16
1885,970,396.74
1886,1000,379.12
1887,790,375.67
1888,700,396.5
1889,950,400.24
1890,850,384.36
1891,790,438.48
1892,900,398.94
1893,850,391.86
1894,780,378.38
1895,850,407.69
1896,810,400.7
1897,930,399.83
1898,830,401.38
1899,1100,374.46
1900,760,372.5
1901,590,385.35
1902,860,407.04
1903,990,392.06
1904,790,405.27
1905,680,392.67
1906,860,398.52
1907,840,403.11
1908,760,423.33
1909,810,417.04
1910,810,378.7
1911,910,407.21
1912,850,411.29
1913,680,372
1914,810,419.44
1915,1030,378.81
1916,710,425.12
1917,600,415.2
1918,890,383.14
1919,790,412
1920,740,414.44
1921,860,390.27
1922,920,396.97
1923,800,375.46
1924,800,402.76
1925,700,366.88
1926,820,395.52
1927,630,403.47
1928,1040,419.25
1929,680,426.26
1930,810,380.3
1931,810,374.86
1932,800,389.65
1933,750,396.04
1934,780,405.79
1935,940,390.55
1936,700,376.79
1937,890,396.37
1938,720,375.5
1939,620,409.48
1940,610,409.8
1941,980,416.19
1942,740,418.83
1943,630,374.95
1944,730,397.69
1945,940,394.58
1946,760,417.92
1947,780,376.85
1948,690,403.55
1949,650,387.73
1950,900,406.26
1951,750,403.12
1952,600,390.52
1953,830,386.32
1954,860,392.64
1955,780,401.31
1956,700,380.35
1957,810,392.74
1958,850,385.54
1959,720,376.67
1960,780,382.87
1961,690,406.68
1962,1040,378.06
1963,590,396.4
1964,710,364.35
1965,910,386.53
1966,740,403.96
1967,600,403.33
1968,720,405.83
1969,1080,371.57
1970,530,434.82
1971,760,374.56
1972,880,380.62
1973,710,404.14
1974,820,388.59
1975,800,376.06
1976,740,373.36
1977,860,375.85
1978,900,362.6
1979,590,385.76
1980,720,378
1981,920,403.72
1982,760,380.89
1983,600,408.2
1984,710,390.22
1985,970,400.09
1986,880,397.27
1987,630,381.45
1988,680,369.82
1989,790,374.04
1990,920,401.32
1991,520,427
1992,790,393.7
1993,600,405
1994,870,406.17
1995,980,398.97
1996,870,381.55
1997,370,338.23
1998,640,400.6
1999,930,416.2
2000,770,429.65
2001,680,375.95
2002,810,393.88
2003,810,386.64
2004,750,408.2
2005,710,385.24
2006,860,392.11
2007,830,386.15
2008,670,395.62
2009,530,378.53
2010,800,409.58
2011,880,397.86
2012,670,432.39
2013,620,413.16
2014,850,406.03
2015,740,376.21
2016,920,425.84
2017,570,376.33
2018,760,382.41
2019,880,394.86
2020,640,398.3
2021,620,424.37
2022,850,402.43
2023,990,387.69
2024,580,418
2025,690,402.65
2026,700,388.62
2027,900,407.81
2028,770,397.92
2029,720,375.8
2030,610,393.65
2031,740,385.14
2032,950,426.47
2033,560,409.95
2034,1010,396
2035,550,361
2036,810,410.19
2037,900,395.56
2038,550,377.76
2039,700,425.04
2040,790,390.69
2041,890,399.73
2042,600,420.85
2043,980,373.8
2044,780,386.34
2045,550,389.12
2046,810,390.42
2047,850,397.79
2048,750,378.62
2049,660,392.64
2050,1080,394.03
2051,600,392.46
2052,900,360.79
2053,800,366.7
2054,650,361.05
2055,890,383.97
2056,610,400.45
2057,690,377.81
2058,890,427.21
2059,710,384.78
2060,710,412.32
2061,1010,378.97
2062,650,376.23
2063,770,410.65
2064,590,398.65
2065,890,389.2
2066,580,404.33
2067,820,404.44
2068,900,412.5
2069,810,379.52
2070,730,410.2
2071,720,330.91
2072,1030,380.62
2073,540,414.3
2074,620,384.47
2075,1010,378.79
2076,750,393.96
2077,710,422.04
2078,640,374.14
2079,750,386.59
2080,920,405.45
2081,750,392.58
2082,740,395.78
2083,550,403.16
2084,950,402.97
2085,650,402.04
2086,870,397.2
2087,710,386.52
2088,750,384.32
2089,630,416.48
2090,800,390.38
2091,870,421.97
2092,750,387.52
2093,610,421.22
2094,760,383.81
2095,820,393.79
2096,610,442.4
2097,820,428.96
2098,730,388.27
2099,630,403.33
2100,800,398.72
2101,850,400.86
2102,550,410.95
2103,840,358.43
2104,810,379.56
2105,610,374.05
2106,660,377.48
2107,870,381.79
2108,540,410.83
2109,580,410.1
2110,720,376.91
2111,740,410.59
2112,630,391.05
2113,540,382.71
2114,700,396.5
2115,730,380.92
2116,610,383.5
2117,620,366.68
2118,560,389.9
2119,590,412.63
2120,610,402.43
2121,660,379
2122,700,377.58
2123,490,356.72
2124,420,373.13
2125,620,393.8
2126,700,400.75
2127,470,374.9
2128,400,388.42
2129,550,384.19
2130,670,403.86
2131,300,420.17
2132,480,392.24
2133,500,367.5
2134,580,429.78
2135,370,375.46
2136,550,387.05
2137,560,371.21
2138,390,396.71
2139,490,362.67
2140,230,415.14
2141,510,393.59
2142,530,412.89
2143,350,409.17
2144,470,355.06
2145,170,378.33
2146,460,405.6
2147,470,426.25
2148,310,415.91
2149,470,370.38
2150,270,370.2
2151,330,388.92
2152,460,411.6
2153,280,375.5
2154,300,402.82
2155,400,389.21
2156,280,393.25
2157,210,363
2158,340,393.2
2159,250,432.44
2160,280,419.1
2161,320,382.55
2162,260,375.67
2163,290,365.1
2164,250,383.78
2165,110,354.33
2166,230,419.91
2167,310,432
2168,140,461
2169,190,413.5
2170,240,391.67
2171,220,430.62
2172,130,391.67
2173,160,379.57
2174,160,378.67
2175,200,472.6
2176,270,355.1
2177,60,332.33
2178,40,458
2179,150,384.71
2180,250,445.4
2181,70,421.5
2182,50,296.5
2183,90,360.5
2184,120,439.6
2185,60,492.33
2186,110,399.75
2187,90,374.5
2188,50,364
2189,70,347
2190,40,421
2191,60,432.33
2192,40,297
2193,80,347.8
2194,10,263
2195,20,279
2196,20,311
2197,30,263
2198,30,249
2199,20,293
2200,30,290
2201,30,423
2202,20,418
2203,60,491
2204,10,486
2205,60,409.5
2206,40,528
2207,30,362.5
2208,60,441
2209,10,439
2210,40,511
2211,60,486.5
2212,30,479
2213,30,456
2214,30,298
2215,90,429
2216,20,386
2217,40,388.5
2218,50,509
2219,60,432.5
2220,80,351.67
2221,70,489
2222,20,511.5
2223,60,477
2224,90,424.5
2225,80,377
2226,70,430
2227,70,392
2228,50,411
2229,60,455.5
2230,80,344
2231,70,453.5
2232,40,428.67
2233,70,459.2
2234,140,321
2235,10,526
2236,70,461.5
2237,10,533
2238,100,427
2239,130,386.33
2240,10,420
2241,120,450.33
2242,40,354
2243,120,382
2244,30,376.5
2245,90,389.67
2246,60,374.25
2247,130,396.67
2248,110,451.75
2249,50,336.33
2250,70,334
2251,170,411.5
2252,90,434
2253,10,438.67
2254,130,490
2255,90,366.75
2256,130,360.67
2257,100,431.67
2258,60,391.5
2259,120,389.67
2260,80,484
2261,130,275.5
2262,90,460.5
2263,140,469.8
2264,60,445.25
2265,100,397.75
2266,150,385
2267,160,371
2268,40,420
2269,110,427.75
2270,70,361.14
2271,160,393
2272,140,357
2273,100,363.8
2274,60,394.17
2275,170,448
2276,120,383.25
2277,120,388.33
2278,220,327.67
2279,70,351.17
2280,90,398
2281,130,363.17
2282,190,411.14
2283,110,410
2284,150,399.67
2285,180,363
2286,90,421
2287,170,356.4
2288,70,342.2
2289,210,399.67
2290,200,376.78
2291,20,460
2292,190,367.67
2293,210,351.86
2294,120,433.4
2295,150,311.38
2296,170,369.67
2297,90,395.25
2298,290,383.6
2299,30,408
2300,200,310.67
2301,200,348.2
2302,180,302.67
2303,210,411
2304,90,375.4
2305,130,384.97
2306,170,383
2307,250,387
2308,110,379.2
2309,300,371.5
2310,80,435.9
2311,130,276.5
2312,160,362.2
2313,330,385.5
2314,120,470.67
2315,80,376.2
2316,150,344.4
2317,250,387.9
2318,280,333.33
2319,50,376.25
2320,170,357
2321,240,358.17
2322,190,364.33
2323,150,444.11
2324,180,388
2325,270,395
2326,200,429.14
2327,230,391.3
2328,100,385.71
2329,190,399.25
2330,200,341.33
2331,250,383
2332,150,382.25
2333,90,436.14
2334,260,357.88
2335,270,384.25
2336,240,439
2337,130,358.43
2338,190,408.89
2339,260,367
2340,150,406.44
2341,210,381
2342,230,385.5
2343,240,445.17
2344,180,395.67
2345,220,420.83
2346,250,389
2347,150,398.11
2348,250,476
2349,150,388.45
2350,290,395
2351,150,357.67
2352,290,447.29
2353,160,408.36
2354,190,380.25
2355,260,353.33
2356,200,418.27
2357,300,416.8
2358,120,430.2
2359,170,412.86
2360,280,374.75
2361,350,451.43
2362,140,377.4
2363,110,426.6
2364,320,425.71
2365,150,417.09
2366,310,397.67
2367,200,404
2368,260,324.43
2369,220,349.17
2370,290,408.29
2371,150,391.75
2372,220,365.33
2373,320,366.86
2374,300,423.5
2375,230,420.22
2376,220,417
2377,360,435.22
2378,190,374.36
2379,250,404.43
2380,300,390.86
2381,200,381.08
2382,260,378.75
2383,260,326.5
2384,180,360
2385,290,385.6
2386,320,468
2387,210,403.38
2388,250,416.2
2389,390,417.07
2390,350,431.04
2391,70,370.29
2392,270,479.5
2393,400,443.5
2394,200,429.4
2395,210,433.85
2396,200,401
2397,400,331.62
2398,250,337.86
2399,390,444.64
2400,100,361.5
2401,60,360.67
2402,540,395.67
2403,340,361.62
2404,210,421.91
2405,380,374.36
2406,230,422.12
2407,310,430.71
2408,360,385
2409,280,449.88
2410,280,420.25
2411,240,353.43
2412,320,386.3
2413,350,395.62
2414,230,412.25
2415,190,341.86
2416,440,390.56
2417,260,396.78
2418,340,438.93
2419,230,383.54
2420,290,361.25
2421,470,322.92
2422,260,392.64
2423,230,391.33
2424,270,367.67
2425,270,365.5
2426,420,375.3
2427,400,388.5
2428,230,383
2429,380,365.12
2430,320,427.94
2431,400,391.79
2432,260,413.33
2433,360,394.17
2434,330,381.73
2435,360,434.82
2436,220,412.43
2437,250,340.36
2438,460,435.11
2439,410,380.21
2440,290,387.08
2441,210,399.08
2442,290,359.2
2443,390,391.67
2444,360,392.69
2445,350,411.75
2446,290,374.5
2447,430,384.09
2448,340,388.54
2449,380,447.36
2450,180,366.83
2451,440,324.2
2452,490,421.62
2453,240,398.62
2454,310,393
2455,320,456
2456,370,393.38
2457,400,356.8
2458,400,407.5
2459,300,426
2460,230,373.06
2461,520,403.38
2462,450,361.42
2463,200,366.64
2464,410,355.31
2465,460,387.14
2466,240,426
2467,330,351
2468,550,396.79
2469,350,420.3
2470,410,361.79
2471,340,397.21
2472,440,417.75
2473,210,377.12
2474,430,361.25
2475,440,385.58
2476,350,396.11
2477,290,388.47
2478,490,420.81
2479,380,401.67
2480,400,374.78
2481,440,410.25
2482,380,427.8
2483,350,391.76
2484,270,389.92
2485,480,416.67
2486,450,369.62
2487,310,389.11
2488,530,374.85
2489,240,379.62
2490,310,382.56
2491,620,413.15
2492,350,435.31
2493,230,402.21
2494,470,412.44
2495,540,411.53
2496,400,385.23
2497,230,356
2498,490,417.8
2499,340,342.77
2500,400,362.07
2501,450,378.82
2502,320,404.88
2503,430,435.9
2504,390,390.93
2505,550,390.57
2506,430,374.29
2507,380,417.19
2508,450,402.39
2509,340,399
2510,510,397.25
2511,300,334.69
2512,490,364.12
2513,470,402.11
2514,200,386.5
2515,530,379.27
2516,510,354.14
2517,420,418.07
2518,480,392.87
2519,360,404.2
2520,480,394.06
2521,560,389.25
2522,370,412.56
2523,430,437.31
2524,430,420.06
2525,450,407.25
2526,420,392.36
2527,450,396.44
2528,490,359.02
2529,360,410.53
2530,320,417.5
2531,490,390.53
2532,510,453
2533,460,440.5
2534,340,397.12
2535,490,380.46
2536,560,399.04
2537,430,383.11
2538,210,403.82
2539,470,366.5
2540,500,405.67
2541,520,414.32
2542,320,374.46
2543,430,366.08
2544,720,396.37
2545,310,425.33
2546,460,415.87
2547,400,388.3
2548,450,398.38
2549,640,387.5
2550,410,419.44
2551,400,353.13
2552,540,385.11
2553,460,442.45
2554,440,385.89
2555,360,450
2556,640,413.05
2557,620,406.94
2558,240,393.19
2559,470,373.29
2560,590,363.2
2561,370,429.18
2562,560,411.96
2563,300,395
2564,650,425.54
2565,480,368
2566,470,376.13
2567,570,408.36
2568,420,429.37
2569,300,400.53
2570,730,407.47
2571,580,401.27
2572,390,411.06
2573,470,402.76
2574,450,402.58
2575,450,383
2576,540,394.44
2577,590,397.12
2578,440,402.05
2579,320,405
2580,590,376
2581,580,393.94
2582,550,433.62
2583,390,379.52
2584,500,387.69
2585,510,358.37
2586,600,364.9
2587,540,390
2588,370,417.68
2589,520,427.69
2590,570,404.39
2591,690,371.73
2592,530,401.55
2593,540,423.72
2594,270,380.12
2595,640,407.76
2596,580,413.62
2597,420,360.79
2598,560,382.81
2599,440,381
2600,640,407
2601,500,357.44
2602,540,388.21
2603,640,387.7
2604,490,390.62
2605,530,409.91
2606,540,404.75
2607,530,382.78
2608,760,440.76
2609,430,362
2610,450,389.7
2611,700,401
2612,390,373.79
2613,620,407.59
2614,510,369.29
2615,600,404.58
2616,480,416.85
2617,510,373.33
2618,790,405
2619,410,419.84
2620,450,377.5
2621,680,376.35
2622,600,382.82
2623,570,409.12
2624,420,415.21
2625,610,375.79
2626,660,410.43
2627,570,373.22
2628,510,380.71
2629,660,396.96
2630,490,418.53
2631,510,362.93
2632,620,382.35
2633,690,396.63
2634,610,401.11
2635,270,369.29
2636,760,383
2637,790,384.53
2638,480,445
2639,460,426.4
2640,560,406.5
2641,760,371.61
2642,590,399
2643,520,359.42
2644,490,376.58
2645,570,401.92
2646,620,349.93
2647,510,390.96
2648,740,375.39
2649,550,390.11
2650,700,393.79
2651,560,404.64
2652,560,405.05
2653,750,355.15
2654,470,374.86
2655,670,403.87
2656,590,397.17
2657,540,385.7
2658,610,381.25
2659,740,392.22
2660,620,428.17
2661,420,394.45
2662,700,367.94
2663,660,380.6
2664,700,383
2665,590,387.35
2666,380,376.71
2667,920,383.62
2668,610,372
2669,560,411.5
2670,530,385.06
2671,720,410.1
2672,760,414.18
2673,540,363.71
2674,700,399.6
2675,600,400.95
2676,660,413.78
2677,560,389.57
2678,530,375.28
2679,850,361.72
2680,540,399.68
2681,620,414.14
2682,580,380.19
2683,670,390.83
2684,680,391.2
2685,720,402.89
2686,510,408.39
2687,600,392.3
2688,730,364.19
2689,640,396.89
2690,810,396.29
2691,480,419.93
2692,530,443.36
2693,800,427.3
2694,570,392.48
2695,860,391.05
2696,580,401.24
2697,590,382.73
2698,600,398.52
2699,500,422.2
2700,720,362.33
2701,720,369.38
2702,660,398.92
2703,610,405.84
2704,580,382.85
2705,770,406.11
2706,730,396.14
2707,590,392.78
2708,670,410.27
2709,740,408.4
2710,690,407
2711,610,417.91
2712,780,359.83
2713,550,370.27
2714,690,389.39
2715,630,411.7
2716,560,404.46
2717,810,384.5
2718,700,401.5
2719,660,407.42
2720,660,397.29
2721,720,364.2
2722,690,391.26
2723,700,379.92
2724,690,389.69
2725,580,355.46
2726,710,404.34
2727,780,417.4
2728,730,410.88
2729,640,391.91
2730,810,390.14
2731,700,389.5
2732,790,391.05
2733,760,403.99
2734,520,421.44
2735,700,408.48
2736,670,377.04
2737,780,372.52
2738,730,404.57
2739,620,387.35
2740,560,418.7
2741,790,407.56
2742,770,388.05
2743,730,368.32
2744,780,394.65
2745,640,374.31
2746,650,375.26
2747,680,386.2
2748,800,364.96
2749,730,374
2750,660,376.17
2751,870,354.77
2752,670,423.39
2753,760,389.53
2754,840,380.57
2755,740,426.09
2756,760,421.84
2757,880,400.76
2758,610,397.93
2759,680,393.48
2760,770,352.54
2761,670,373.54
2762,710,377.32
2763,690,387.57
2764,570,398.37
2765,1040,430.59
2766,710,414.17
2767,830,371.47
2768,810,392.27
2769,730,404.68
2770,590,392.46
2771,650,411.67
2772,830,352.23
2773,940,378.14
2774,670,391.35
2775,580,376.74
2776,830,380.41
2777,890,381.45
2778,750,383.7
2779,700,378.47
2780,770,363.74
2781,960,409.29
2782,610,403.3
2783,780,377.33
2784,690,382.58
2785,940,394.46
2786,870,390.77
2787,570,426.7
2788,710,398.44
2789,780,356.5
2790,920,382.58
2791,730,358.62
2792,640,410.93
2793,680,407.57
2794,800,427.95
2795,800,408.89
2796,860,384.14
2797,950,395.62
2798,560,417.15
2799,570,383.88
2800,790,416.12
2801,900,413.11
2802,690,435.24
2803,590,393.59
2804,880,402.15
2805,860,423.74
2806,650,428.1
2807,500,403.5
2808,970,413.45
2809,860,393.07
2810,550,409.24
2811,710,374.07
2812,780,397.96
2813,770,386.27
2814,640,394.86
2815,540,380.95
2816,1030,378.28
2817,790,369.44
2818,630,379.71
2819,850,397.74
2820,700,390.36
2821,800,394.93
2822,850,380.39
2823,720,386.41
2824,830,395.39
2825,780,403.74
2826,670,380.76
2827,800,388.95
2828,790,404.7
2829,840,402.88
2830,660,378.86
2831,740,428
2832,780,391.56
2833,910,416.29
2834,520,399.82
2835,670,382.41
2836,1100,397.95
2837,650,435.45
2838,630,401.91
2839,530,364.91
2840,1200,391.96
2841,610,381.18
2842,630,413.72
2843,740,391.04
2844,640,372.89
2845,1010,385.14
2846,700,389.18
2847,650,399.46
2848,850,380.92
2849,650,382.43
2850,940,368.71
2851,680,393.73
2852,840,394.19
2853,620,404.75
2854,940,384.7
2855,720,377.04
2856,800,417.5
2857,700,362.35
2858,680,407.79
2859,910,382
2860,840,408.76
2861,560,409.41
2862,760,371.8
2863,870,370.44
2864,870,364.11
2865,670,365.09
2866,700,381.91
2867,670,393.6
2868,870,393.4
2869,860,408.42
2870,730,389.61
2871,780,425.71
2872,960,382.4
2873,700,399.6
2874,680,420.43
2875,610,404.63
2876,830,381.12
2877,920,423.9
2878,520,368.44
2879,830,393.77
2880,760,379.89
2881,740,384.18
2882,520,371.04
2883,1020,395.31
2884,760,410.97
2885,630,393.17
2886,760,367.54
2887,890,355.5
2888,900,395.14
2889,540,402.15
2890,770,392.33
2891,830,404.7
2892,880,406.12
2893,720,399.43
2894,840,381.84
2895,550,377.42
2896,900,377.88
2897,690,368.64
2898,600,383.67
2899,840,370.7
2900,900,399.61
2901,660,422.31
2902,750,373.5
2903,760,371.52
2904,1020,418.39
2905,700,410.68
2906,520,366.17
2907,830,362.19
2908,850,393.84
2909,880,394.67
2910,500,404.76
2911,770,377.85
2912,870,399.23
2913,840,395
2914,720,408.67
2915,800,431.88
2916,600,459.5
2917,830,360.09
2918,870,427.92
2919,800,394.62
2920,690,365.63
2921,520,394.38
2922,780,398.67
2923,750,394.89
2924,720,421.86
2925,690,388.33
2926,820,390.67
2927,980,410.24
2928,580,380.06
2929,710,430.22
2930,750,398.23
2931,600,374.2
2932,950,413.49
2933,790,430.42
2934,500,352.52
2935,820,360.85
2936,1030,375.8
2937,600,367.68
2938,660,360.38
2939,750,410.19
2940,880,381.64
2941,700,394.61
2942,940,387.87
2943,800,404.29
2944,850,360.18
2945,630,380.47
2946,770,386.81
2947,750,419.23
2948,670,415.5
2949,750,385.21
2950,820,385.41
2951,920,404.62
2952,670,389.63
2953,500,356.12
2954,950,385.03
2955,900,376.34
2956,550,401
2957,680,394.97
2958,910,392.9
2959,1010,403.33
2960,580,416.54
2961,750,413.29
2962,730,411.77
2963,890,407.04
2964,570,397.7
2965,1060,400.76
2966,600,401.69
2967,550,392.4
2968,800,384.18
2969,820,380.64
2970,710,383.52
2971,790,400.8
2972,720,373.04
2973,730,403.72
2974,800,362.45
2975,650,372.52
2976,1000,389.91
2977,670,411.22
2978,730,394.18
2979,780,418.12
2980,810,383.72
2981,800,392.48
2982,820,393.61
2983,600,408.62
2984,770,364.36
2985,950,401.3
2986,670,433.15
2987,570,376.43
2988,930,412.89
2989,970,392.12
2990,540,384.5
2991,640,365.8
2992,1030,390.2
2993,660,380.5
2994,660,398.37
2995,690,376.44
2996,830,418.87
2997,790,385.79
2998,830,376.78
2999,760,378.05
3000,860,401.27
3001,610,379.65
3002,670,412.5
3003,1060,354.38
3004,610,421.2
3005,750,392.06
3006,740,345.45
3007,690,414.93
3008,1010,367.92
3009,590,407.16
3010,790,359.78
3011,690,380
3012,790,427.46
3013,1020,418.5
3014,390,403.96
3015,930,359
3016,1090,414.08
3017,570,415.09
3018,590,417.04
3019,710,398.43
3020,780,371.18
3021,820,378.86
3022,700,412.89
3023,640,407.2
3024,750,381.59
3025,770,424.25
3026,740,393.85
3027,820,387.1
3028,810,423.52
3029,620,409.62
3030,620,382.87
3031,1010,366.05
3032,900,406.15
3033,460,368.17
3034,640,397.33
3035,930,393.41
3036,650,388.86
3037,870,396.1
3038,740,402.66
3039,550,390.66
3040,1070,365.68
3041,670,420.86
3042,710,382.06
3043,930,387.79
3044,610,402.74
3045,810,414.96
3046,660,400.16
3047,940,398.74
3048,730,388.77
3049,630,409.57
3050,820,422.08
3051,790,408.64
3052,700,402.88
3053,820,373.82
3054,770,390
3055,600,390.73
3056,810,412.58
3057,670,385.16
3058,770,386.95
3059,900,380.6
3060,740,397.43
3061,800,418.53
3062,530,393.04
3063,700,365.68
3064,1040,405
3065,690,404.66
3066,610,391.79
3067,810,423.14
3068,720,371.12
3069,880,390.56
3070,750,403.48
3071,400,396.42
3072,1100,380.24
3073,730,384.76
3074,580,405.42
3075,860,402.26
3076,450,396.59
3077,1200,380.25
3078,730,396.73
3079,580,407.39
3080,750,377.1
3081,630,386.72
3082,980,408.75
3083,600,366.77
3084,780,369.29
3085,930,388.22
3086,540,373.37
3087,760,400.52
3088,940,419.41
3089,860,431.62
3090,680,399.46
3091,560,388.57
3092,980,395.81
3093,820,388.97
3094,570,434.05
3095,750,411.76
3096,500,408.45
3097,1020,393.57
3098,770,404.79
3099,740,397.1
3100,610,403.68
3101,610,411.35
3102,940,397.09
3103,780,410.57
3104,620,366.09
3105,880,418.83
3106,680,364.42
3107,660,368.5
3108,930,391.32
3109,560,401.38
3110,710,380.41
3111,910,387.21
3112,730,411.96
3113,840,421.69
3114,620,399.13
3115,950,383.28
3116,850,438.5
3117,600,375.52
3118,840,377.53
3119,840,407.5
3120,740,409.33
3121,530,406.24
3122,750,403.91
3123,840,393.48
3124,670,375.12
3125,960,393.06
3126,600,387.42
3127,770,385.4
3128,680,390.26
3129,870,414.81
3130,660,392.59
3131,800,412.25
3132,800,376.16
3133,890,388.33
3134,580,381.88
3135,670,375.75
3136,850,382.1
3137,770,379.12
3138,860,390.19
3139,620,402.68
3140,780,382.96
3141,870,394.69
3142,890,385.88
3143,670,420.79
3144,630,392.32
3145,800,382.04
3146,930,414.56
3147,650,374.68
3148,730,413.33
3149,810,388.36
3150,920,388.56
3151,600,408.19
3152,690,394
3153,770,370.16
3154,820,382.3
3155,780,419
3156,640,373.45
